4
ピカチュウ
20 20
104 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
104 107 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 106 
104 107 107 6 1 0 0 0 0 0 0 0 0 0 0 0 1 6 107 106 
8 6 107 107 6 0 0 0 0 0 0 0 0 0 0 1 107 107 107 106 
0 6 107 107 107 1 0 0 0 0 0 0 0 0 1 107 107 107 107 104 
0 1 6 107 107 107 1 0 1 1 1 1 1 0 107 107 107 107 6 1 
0 0 1 107 107 107 6 107 107 107 107 107 107 6 107 107 107 6 1 1 
0 0 0 1 107 107 107 107 107 107 107 107 107 107 107 107 1 1 1 6 
0 0 0 0 1 6 107 107 107 107 107 107 107 107 107 6 1 6 107 107 
0 0 0 0 1 107 107 107 107 107 107 107 107 107 107 6 107 107 107 107 
0 0 0 0 1 107 107 107 107 107 107 107 107 107 107 107 107 107 107 107 
0 0 0 0 1 107 104 1 107 107 107 107 6 8 106 107 6 107 107 107 
0 0 0 0 1 6 104 104 107 107 107 107 6 104 104 107 6 107 107 107 
0 0 0 0 107 107 6 6 107 107 6 107 107 6 6 107 6 107 107 6 
0 0 0 0 106 106 107 107 107 107 6 107 107 107 6 106 106 107 1 0 
0 0 0 0 106 4 6 107 107 6 107 6 107 107 106 4 106 107 107 1 
0 0 0 0 8 4 6 107 107 107 107 107 107 107 4 4 6 107 107 6 
0 0 0 0 0 106 107 107 107 107 107 107 107 107 6 106 1 107 107 107 
0 0 0 0 0 6 6 107 107 107 107 107 107 107 6 6 1 107 107 6 
0 0 0 0 0 6 107 107 107 107 107 107 107 6 107 6 107 107 1 0 
ユウ
none 0 0
none 0 0
none 0 0
none 0 0
none 0 0
none 0 0
none 0 0
none 0 0
none 0 0
none 0 0
