1
ラクラクパズル
20 20
101 101 101 101 101 101 101 101 101 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
右京杉下
匿名 3 1
オンドゥル星人 4 1
匿名 6 1
匿名 6 1
亀山君 10 1
右京さん 13 1
none 0 0
none 0 0
none 0 0
none 0 0
